BX004987.1	BX004987.1	1.0
BX004987.1	SNCG	0.25178632167280224
BX004987.1	OR4M2	0.040116065183543735
BX004987.1	BRPF1	0.17934636608585294
BX004987.1	KLHL38	0.3433908694980519
BX004987.1	PIBF1	0.1807973626642497
BX004987.1	IL17D	0.3876379791209002
BX004987.1	FOXL1	0.37016751652803026
BX004987.1	ZNF583	0.30808643313232575
BX004987.1	LRP11	0.19315071930889413
BX004987.1	STOML1	0.17173918832117044
BX004987.1	IGF2BP2	0.2494518023475901
BX004987.1	CDK5R2	0.16453687592739727
BX004987.1	C11orf96	0.2309200813565858
BX004987.1	TMEM132E	0.256732776558928
BX004987.1	RPRD1A	0.1694972993667217
BX004987.1	C2orf40	0.29701289849006657
BX004987.1	CHIC1	0.2649601266999449
BX004987.1	MYOF	0.2352519318899827
BX004987.1	PLEKHA2	0.20609220157682026
BX004987.1	RP11-315D16.2	0.1460852258846604
BX004987.1	RP3-370M22.8	0.14099802437251346
BX004987.1	CHAF1A	0.2131964357676012
BX004987.1	IFNA10	0.0
BX004987.1	FAM20B	0.17767978063780848
BX004987.1	STRBP	0.19367908482099522
BX004987.1	SYDE1	0.25706523280492233
BX004987.1	GEMIN5	0.18947880487753918
BX004987.1	DNAJC8	0.1768675720412362
BX004987.1	RASA4B	0.3499256743060361
BX004987.1	SETD7	0.18224064707192997
BX004987.1	HAUS7	0.17586725169285947
BX004987.1	DIO3	0.38858666934291103
BX004987.1	RBMY1B	0.049774974171270685
BX004987.1	RXRB	0.293868773666413
BX004987.1	CBY1	0.17321261227618787
BX004987.1	DENND3	0.20317490134040242
BX004987.1	FAM217A	0.1170153812448568
BX004987.1	HNRNPUL1	0.1806981779041872
BX004987.1	GOLGA3	0.1771066413330452
BX004987.1	MGST1	0.2102554703265285
BX004987.1	ZNF24	0.17237659192234303
BX004987.1	HMGCS1	0.17807278545410046
BX004987.1	TRIM65	0.1869967325830358
BX004987.1	SREBF2	0.1751339014393577
BX004987.1	F13A1	0.20600826492305235
BX004987.1	NXPH4	0.39947775399646046
BX004987.1	RIOK3	0.18763412092513138
BX004987.1	ADAMTS12	0.4695783115061541
BX004987.1	PEBP1	0.1841101201420451
BX004987.1	GANC	0.17597628810219193
BX004987.1	SF3B1	0.17544406249768232
BX004987.1	RBM34	0.17165888965950354
BX004987.1	VWA7	0.30021243721630053
BX004987.1	PHOX2B	0.15206756096765872
BX004987.1	RBM8A	0.1763724562088232
BX004987.1	CFHR4	0.046945195592557984
BX004987.1	SPATA31A7	0.049774974171270685
